,employee_id,first_name,last_name,gender,region,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime_bonus,birthdate,termination_date
358,00-89171,Philippa,Gilchrist,Female,Wellington,Wellington City,2025-01-20,Operations,Logistics Coordinator,Bachelor,58000,Excellent,No,1978-11-23,
359,00-82432,Philippa,Ingram,Female,Wellington,Lower Hutt,2023-11-20,HR,HR Coordinator,Bachelor,57000,Good,No,1988-08-09,
360,00-99884,Fiona,Craw,Female,Auckland,Auckland City,2023-11-07,Sales,Sales Specialist,Master,70000,Good,No,1987-08-03,
361,00-24239,Robert,Adams,Male,Wellington,Porirua,2018-03-27,IT,IT Support Specialist,Bachelor,76000,Satisfactory,No,1971-10-29,
362,00-52830,Maria,Burgess,Female,Christchurch,Cathedral Square,2023-09-21,Operations,Operations Analyst,Master,61000,Good,No,1992-11-23,
363,00-75860,Rebecca,Blake,Female,Wellington,Wellington City,2022-09-22,Customer Service,Support Specialist,High School,59000,Good,No,1988-02-26,
364,00-32954,Michael,Wall,Male,Auckland,Albany,2019-12-17,Customer Service,Customer Service Manager,Bachelor,90000,Satisfactory,No,1986-02-02,
365,00-20031,Amelia,Watts,Female,Wellington,Lower Hutt,2023-11-03,Sales,Sales Specialist,PhD,67000,Satisfactory,No,1960-04-14,
366,00-70849,Mark,Gardner,Male,Auckland,Manukau,2020-10-11,Operations,Operations Analyst,Bachelor,62000,Good,No,1991-10-01,
367,00-56935,Thomas,  Stewart  ,Male,Auckland,Auckland City,2017-05-07,IT,System Administrator,Master,81000,Satisfactory,Yes,1990-06-20,
368,00-13662,Christine,Prentice,Female,Wellington,Wellington City,2025-02-21,Customer Service,Help Desk Technician,Bachelor,64000,Satisfactory,No,1964-08-08,
369,00-38020,Stephen,Baldwin,Male,Auckland,Auckland City,2017-05-23,IT,IT Support Specialist,High School,64000,Good,No,1975-03-02,
370,00-43022,Thomas,Tapp,Male,Auckland,Albany,2025-11-19,Operations,Operations Analyst,Master,72000,Good,No,1984-06-09,
371,00-40984,Thomas,Bell,Male,Wellington,Lower Hutt,2023-07-07,Operations,Operations Analyst,Bachelor,89000,Good,No,1960-10-01,
372,00-47808,Gary,Coutts,Male,Christchurch,Colombo Street,2023-12-05,Operations,Inventory Specialist,Bachelor,63000,Good,No,1984-08-19,
373,00-28550,Brett,Wells,Male,Christchurch,Cathedral Square,2024-01-30,Operations,Logistics Coordinator,Bachelor,71000,Satisfactory,No,2001-07-30,
374,00-57131,  William  ,Turner,Male,Auckland,New Lynn,2019-12-01,Finance,Financial Analyst,PhD,85000,Excellent,No,1982-01-26,
375,00-89432,Mila,Lawson,Female,Christchurch,Colombo Street,2020-06-03,IT,System Administrator,Bachelor,93000,Excellent,No,1996-02-14,
376,00-67186,Sally,Coutts,Female,Auckland,Auckland City,2025-05-23,Operations,Operations Analyst,Bachelor,60000,Excellent,No,1999-07-26,
377,00-42429,Jeanette,Scott,Female,Auckland,New Lynn,2022-04-13,Customer Service,Support Specialist,High School,57000,Good,No,2004-09-20,
378,00-21648,Julie,Wilkinson,Female,Wellington,Wellington City,2017-09-19,Marketing,SEO Specialist,Bachelor,58000,Good,Yes,1984-01-16,
379,00-33853,Emily,Simonsen,Female,Wellington,Porirua,2020-05-27,Sales,Sales Representative,Bachelor,68000,Excellent,Yes,1984-09-18,
380,00-40773,Troy,Booth,Male,Christchurch,Cathedral Square,2020-02-12,Customer Service,Customer Service Representative,High School,61000,Good,Yes,1974-02-22,
381,00-41404,Jonathan,Knowles,Male,Auckland,New Lynn,2024-08-28,Marketing,Content Creator,Bachelor,61000,Satisfactory,No,1976-11-04,
382,00-72285,Linda,Guthrie,Female,Wellington,Lower Hutt,2020-12-21,Operations,Inventory Specialist,High School,59000,Good,No,1971-03-17,
383,00-28764,Michael,Small,Male,Wellington,Wellington City,2024-09-03,Operations,Logistics Coordinator,Bachelor,73000,Good,Yes,1970-09-25,
384,00-52795,Thomas,Edmonds,Male,Auckland,Auckland City,2024-04-27,Marketing,Content Creator,Bachelor,65000,Good,No,2004-02-20,
385,00-83649,Brett,Robson,Male,Auckland,Albany,2025-01-18,Operations,Logistics Coordinator,Bachelor,72000,Good,Yes,1991-05-07,
386,00-34885,Geoffrey,Fenton,Male,Auckland,Albany,2023-07-11,IT,System Administrator,Master,74000,Needs Improvement,No,1988-09-01,
387,00-50487,David,Thomas,Male,Wellington,Wellington City,2020-07-27,Operations,Logistics Coordinator,Bachelor,71000,Good,Yes,1975-05-18,
388,00-81819,Julie,Martin,Female,Auckland,New Lynn,2019-09-18,IT,Software Developer,Bachelor,100000,Satisfactory,No,1967-06-12,
390,00-66861,Peter,Currie,Male,Auckland,Auckland City,2025-03-02,Operations,Logistics Coordinator,Bachelor,70000,Good,Yes,1996-09-30,
391,00-25286,Michael,Hogg,Male,Christchurch,Cathedral Square,2017-11-20,Marketing,Content Creator,Bachelor,75000,Good,Yes,1980-11-19,
392,00-80309,James,West,Male,Auckland,Albany,2023-04-19,Customer Service,Customer Service Representative,Bachelor,60000,Satisfactory,No,2001-07-02,
393,00-43654,  Jack  ,Anderson,Male,Auckland,Albany,2023-06-22,Sales,Sales Consultant,Bachelor,77000,Satisfactory,No,2003-06-05,
394,00-76924,David,ROGERS,Male,Wellington,Wellington City,2017-05-21,Marketing,Marketing Coordinator,Bachelor,63000,Satisfactory,No,1991-05-12,
395,00-20912,Nicholas,Harris,Male,Auckland,Auckland City,2024-07-30,Customer Service,Customer Service Representative,High School,64000,Good,No,1998-05-26,
396,00-45405,Michael,Carpenter,Male,Christchurch,Cathedral Square,2017-01-24,Operations,Inventory Specialist,High School,58000,Needs Improvement,No,1968-05-15,
397,00-74175,Craig,Kennedy,Male,Wellington,Porirua,2017-02-17,Sales,Sales Specialist,PhD,86000,Satisfactory,No,1962-08-02,
398,00-30380,Ryan,Kay,Male,Christchurch,Cathedral Square,2022-02-05,IT,IT Support Specialist,High School,60000,Satisfactory,Yes,1968-11-03,
399,00-50991,Melanie,Clifford,Female,Auckland,New Lynn,2023-08-20,Customer Service,Help Desk Technician,Bachelor,60000,Good,No,1997-12-18,
400,00-10955,Andrew,Gaskin,Male,Wellington,Lower Hutt,2022-05-10,Sales,Sales Representative,Bachelor,77000,Satisfactory,No,2005-01-26,
401,00-24841,Brooke,Jensen,Female,Wellington,Porirua,2018-08-08,HR,Recruiter,Bachelor,65000,Excellent,No,1985-04-29,
402,00-70339,Samuel,Cameron,Male,Auckland,New Lynn,2018-08-04,Operations,Logistics Coordinator,Bachelor,72000,Good,No,1974-11-26,
403,00-49227,Denise,Wood,Female,Auckland,Manukau,2019-12-04,Customer Service,Customer Service Representative,Bachelor,60000,Good,No,1989-06-12,
404,00-25570,Rebecca,Mason,Female,Christchurch,Cathedral Square,2019-11-03,Operations,Logistics Coordinator,Bachelor,53000,Good,No,1993-08-23,
405,00-20828,Aaron,Boyle,Male,Christchurch,Cathedral Square,2023-11-30,Customer Service,Customer Service Representative,High School,59000,Good,No,1973-01-24,
406,00-45895,Mikaere,Rossiter,Male,Auckland,New Lynn,2025-07-29,Sales,Sales Specialist,Bachelor,88000,Satisfactory,Yes,1967-07-21,
408,00-57367,Caleb,Law,Male,Christchurch,Colombo Street,2023-05-20,Finance,Financial Analyst,Master,97000,Good,Yes,1992-04-28,
409,00-81641,Eleanor,Doyle,Female,Auckland,New Lynn,2022-05-06,Customer Service,Support Specialist,Bachelor,55000,Excellent,No,1991-09-18,
410,00-88532,Emily,smith,Female,Christchurch,Colombo Street,2018-02-19,Operations,Operations Analyst,Bachelor,60000,Satisfactory,No,1977-12-02,
411,00-11161,Kevin,Hubbard,Male,Christchurch,Cathedral Square,2024-10-16,Operations,Inventory Specialist,Bachelor,58000,Good,Yes,1998-09-16,
412,00-25228,Joel,Brown,Male,Wellington,Lower Hutt,2015-05-21,Customer Service,Support Specialist,Bachelor,63000,Satisfactory,Yes,1974-09-17,
413,00-60067,Barbara,  Lee  ,Female,Wellington,Lower Hutt,2024-07-14,Operations,Logistics Coordinator,Bachelor,61000,Good,No,1966-06-04,
414,00-33083,MARGARET,Cook,Female,Auckland,Manukau,2017-10-10,Sales,Sales Representative,Bachelor,59000,Excellent,No,1990-10-30,
415,00-59528,Simon,North,Male,Auckland,Albany,2019-07-22,Customer Service,Customer Service Representative,High School,63000,Good,No,1967-05-16,
416,00-68238,Melanie,Johnston,Female,Christchurch,Cathedral Square,2023-01-13,Sales,Sales Manager,PhD,129000,Satisfactory,No,1989-11-21,
417,00-56309,Kate,Taylor,Female,Christchurch,Colombo Street,2022-06-05,Operations,Inventory Specialist,High School,61000,Good,No,1991-02-01,
418,00-97460,Brendon,McEwen,Male,Wellington,Porirua,2022-10-04,Sales,Sales Representative,Bachelor,64000,Good,No,1970-08-21,
419,00-52343,Ashton,Horn,Male,Wellington,Lower Hutt,2025-02-01,Sales,Sales Representative,Bachelor,73000,Satisfactory,Yes,1984-03-23,
421,00-39437,Maureen,Morgan,Female,Wellington,Lower Hutt,2016-07-31,Operations,Inventory Specialist,High School,61000,Needs Improvement,Yes,1985-03-31,
422,00-28364,Jane,Dickson,Female,Wellington,Wellington City,2023-08-21,Operations,Logistics Coordinator,Bachelor,64000,Satisfactory,Yes,1972-05-03,
423,00-50112,Julie,Tapp,Female,Auckland,New Lynn,2022-08-24,Sales,Sales Representative,Bachelor,66000,Excellent,No,1972-10-23,
424,00-58690,Robert,Wilton,Male,Christchurch,Colombo Street,2022-02-14,IT,System Administrator,Master,92000,Satisfactory,Yes,1989-10-31,
425,00-21146,Melissa,Rees,Female,Christchurch,Cathedral Square,2025-10-26,HR,Recruiter,High School,53000,Satisfactory,No,1998-05-16,
426,00-75821,Shaun,Newman,Male,Auckland,Albany,2023-06-17,Finance,Accounts Payable Specialist,Bachelor,67000,Satisfactory,No,1966-05-06,
427,00-27196,David,Ford,Male,Wellington,Porirua,2018-05-12,Marketing,Marketing Coordinator,Bachelor,67000,Satisfactory,Yes,1980-11-14,
428,00-46715,James,Hutchinson,Male,Auckland,Auckland City,2021-10-11,IT,Software Developer,Master,80000,Satisfactory,Yes,2004-09-30,
429,00-51110,Jason,Scott,Male,Christchurch,Cathedral Square,2019-09-16,Customer Service,Customer Service Representative,High School,61000,Good,No,1999-03-30,
430,00-55735,Wayne,Russell,Male,Auckland,New Lynn,2020-09-23,Sales,Sales Specialist,PhD,67000,Good,Yes,1983-02-23,
431,00-93914,Anika,Boon,Female,Auckland,New Lynn,2017-11-20,Customer Service,Customer Service Manager,Master,100000,Good,Yes,1990-10-23,
432,00-97771,Joanne,Thompson,Female,Auckland,Albany,2024-10-16,Customer Service,Customer Service Representative,Bachelor,65000,Good,No,1982-05-11,
433,00-97551,Ross,Eden,Male,Wellington,Wellington City,2021-08-05,IT,IT Support Specialist,High School,61000,Good,No,1979-04-05,
434,00-81576,Wayne,Taylor,Male,Auckland,Albany,2023-08-07,Operations,Operations Manager,Master,87000,Good,No,1974-05-18,
435,00-33044,Brian,Patchett,Male,Wellington,Porirua,2020-05-17,Finance,Accounts Payable Specialist,Bachelor,61000,Satisfactory,No,1986-06-23,
436,00-93037,troy,Rowland,Male,Auckland,New Lynn,2020-06-13,Finance,Financial Analyst,Master,95000,Satisfactory,Yes,1997-03-08,
437,00-47172,Paul,McIsaac,Male,Auckland,Auckland City,2018-04-22,Sales,Sales Specialist,Bachelor,73000,Good,No,1995-05-23,
438,00-16760,Holly,Ball,Female,Auckland,Auckland City,2023-08-13,Marketing,Content Creator,High School,64000,Excellent,Yes,1996-10-01,
439,00-22224,Christopher,Allan,Male,Auckland,Manukau,2016-07-06,Customer Service,Customer Service Representative,High School,62000,Good,No,1990-08-19,
440,00-16782,Brendon,Bailey,Male,Wellington,Lower Hutt,2018-11-25,Operations,Logistics Coordinator,,62000,Needs Improvement,No,2003-11-02,
441,00-19643,Brenda,Cooksley,Female,Christchurch,Colombo Street,2020-04-18,Operations,Inventory Specialist,High School,60000,Satisfactory,No,1991-10-19,
442,00-30760,Samantha,Stevenson,Female,Wellington,Wellington City,2020-11-24,IT,Software Developer,Master,100000,Good,No,1971-11-17,
443,00-82285,Rebecca,Hope,Female,Christchurch,Colombo Street,2022-08-30,Sales,Sales Consultant,PhD,116000,Good,No,1987-03-22,
444,00-24097,Michael,Andrew,Male,Auckland,Auckland City,2022-01-11,Customer Service,Customer Service Manager,Bachelor,102000,Satisfactory,No,1981-02-19,
445,00-19521,Michael,  Griffiths  ,Male,Christchurch,Cathedral Square,2017-09-27,Sales,Sales Representative,Bachelor,72000,Good,No,1987-12-19,
446,00-85228,Christine,Roberts,Female,Auckland,Manukau,2024-09-29,Operations,Logistics Coordinator,Bachelor,55000,Good,No,1981-12-22,
448,00-94029,Sonya,Smith,Female,Auckland,New Lynn,2025-08-08,Sales,Sales Specialist,Bachelor,67000,Good,No,1963-01-27,
449,00-49883,Antony,Fitzgerald,Male,Auckland,Manukau,2016-10-14,Operations,Inventory Specialist,Bachelor,69000,Good,No,1980-07-03,
450,00-73269,Alexander,Armstrong,Male,Christchurch,Cathedral Square,2017-10-17,IT,Software Developer,Bachelor,116000,Excellent,No,1970-04-17,
451,00-51072,Jan,Tapp,Female,Auckland,Manukau,2023-06-26,Customer Service,Support Specialist,,67000,Good,No,1960-06-07,
452,00-24047,Jacqueline,Harrison,Female,Auckland,New Lynn,2023-10-08,Operations,Inventory Specialist,High School,62000,Satisfactory,No,1985-09-05,
453,00-95016,Troy,Webb,Male,Auckland,Albany,2019-08-20,HR,Recruiter,High School,68000,Satisfactory,Yes,1991-11-05,
454,00-46105,Andrew,Thompson,Male,Auckland,New Lynn,2017-03-03,Marketing,Content Creator,High School,57000,Good,No,2004-09-14,
455,00-51302,  Andrea  ,Barker,Female,Auckland,Manukau,2022-02-01,Sales,Sales Consultant,Master,81000,Good,Yes,1971-02-14,
456,00-99135,Michelle,Knight,Female,Auckland,Auckland City,2025-07-08,Operations,Operations Manager,Bachelor,108000,Good,No,1977-09-18,
458,00-81423,Brent,Barker,Male,Wellington,Porirua,2024-06-15,Customer Service,Support Specialist,High School,61000,Good,Yes,1988-06-08,
459,00-99853,Nicholas,Mitchell,Male,Wellington,Wellington City,2017-08-19,Marketing,Content Creator,High School,58000,Satisfactory,No,1989-01-31,
460,00-28051,Michelle,Hamilton,Female,Wellington,Porirua,2019-01-18,Customer Service,Help Desk Technician,High School,83000,Needs Improvement,Yes,1995-08-21,
461,00-49586,Manaaki,Cook,Male,Christchurch,Colombo Street,2021-01-22,Marketing,Content Creator,Bachelor,68000,Good,Yes,1981-11-03,
462,00-79018,Gavin,Smith,Male,Auckland,Albany,2020-03-23,Operations,Operations Analyst,Master,64000,Satisfactory,No,1975-05-09,
463,00-84130,  Raewyn  ,Gibbs,Female,Auckland,Albany,2024-04-22,Sales,Sales Representative,Bachelor,58000,Good,No,1962-01-17,
464,00-16949,Alana,Patchett,Female,Auckland,Manukau,2022-10-18,IT,IT Support Specialist,High School,62000,Good,No,1988-10-27,
465,00-72094,Bruce,Wilton,Male,Auckland,Manukau,2016-07-25,Operations,Operations Analyst,Master,58000,Excellent,No,1996-01-27,
466,00-81654,Joshua,Low,Male,Auckland,New Lynn,2017-11-20,Operations,Operations Analyst,Master,65000,Excellent,No,1989-01-07,
467,00-96139,Hayden,Fox,Male,Auckland,Albany,2022-06-04,IT,IT Support Specialist,Bachelor,71000,Good,Yes,1986-05-24,
468,00-61633,Andrew,Haines,Male,Auckland,New Lynn,2016-01-08,Operations,Logistics Coordinator,Bachelor,63000,Excellent,No,1972-11-12,
469,00-75461,Barry,Lloyd,Male,Wellington,Wellington City,2024-05-01,IT,Software Developer,Bachelor,111000,Good,No,1994-11-26,
470,00-93544,Malcolm,Bird,Male,Auckland,Auckland City,2021-10-03,Customer Service,Support Specialist,High School,55000,Good,No,2000-09-29,
471,00-34288,Flynn,Spencer,Male,Wellington,Porirua,2022-06-07,Operations,Logistics Coordinator,Bachelor,65000,Needs Improvement,Yes,1980-06-25,
472,00-40221,Hannah,Smith,Female,Wellington,Wellington City,2016-11-07,Customer Service,Customer Service Representative,High School,60000,Satisfactory,No,1991-05-19,
473,00-13929,John,Huddleston,Male,Auckland,Albany,2016-09-24,Operations,Inventory Specialist,High School,56000,Good,No,1982-12-21,
474,00-26969,Benjamin,Allerby,Male,Wellington,Porirua,2018-11-24,Operations,Operations Analyst,Master,80000,Satisfactory,No,1991-12-06,
475,00-59444,Joanne,Mitchell,Female,Auckland,New Lynn,2022-06-05,Finance,Financial Analyst,PhD,98000,Satisfactory,No,1996-07-26,
477,00-82273,Darrin,Mears,Male,Wellington,Porirua,2018-10-30,Sales,Sales Consultant,PhD,89000,Excellent,Yes,1964-09-07,
478,00-40815,Kelly,Evans,Female,Wellington,Wellington City,2022-02-14,Marketing,Content Creator,High School,62000,Satisfactory,No,1990-11-01,
479,00-66503,Craig,Tapp,Male,Christchurch,Colombo Street,2020-10-28,Customer Service,Help Desk Technician,Bachelor,67000,Good,No,2002-10-30,
480,00-80092,Pamela,Phillips,Female,Auckland,New Lynn,2020-11-14,Customer Service,Help Desk Technician,Bachelor,61000,Good,No,1986-04-10,
481,00-96406,Charles,Freeth,Male,Christchurch,Cathedral Square,2018-02-09,IT,IT Support Specialist,High School,63000,Satisfactory,No,1970-06-12,
482,00-89996,Danielle,Moore,Female,Auckland,Albany,2021-08-22,Operations,Inventory Specialist,Bachelor,58000,Good,Yes,1985-08-08,
483,00-43954,Rachel,Simpson,Female,Wellington,Wellington City,2025-01-30,Sales,Sales Specialist,Bachelor,60000,Excellent,No,1973-08-11,
484,00-52800,Richard,Gray,Male,Christchurch,Cathedral Square,2022-07-11,Operations,Inventory Specialist,Bachelor,69000,Good,Yes,1989-05-05,
485,00-86373,Lisa,Francis,Female,Christchurch,Cathedral Square,2016-08-13,Operations,Operations Analyst,Master,78000,Good,Yes,1966-04-26,
486,00-41985,Timothy,Ferguson,Male,Christchurch,Colombo Street,2018-08-08,Operations,Operations Analyst,Master,70000,Satisfactory,Yes,1989-03-21,
487,00-63427,Mikaere,Alexander,Male,Wellington,Wellington City,2022-05-06,HR,Recruiter,High School,64000,Excellent,No,1983-06-01,
488,00-14466,Mary,Howell,Female,Wellington,Lower Hutt,2023-02-28,Sales,Sales Representative,Bachelor,73000,Excellent,No,1976-10-04,
489,00-56525,Karen,Gardner,Female,Wellington,Lower Hutt,2024-09-02,Operations,Logistics Coordinator,Bachelor,63000,Good,No,1980-02-11,
490,00-74656,Edward,Johnston,Male,Wellington,Lower Hutt,2019-01-22,Customer Service,Help Desk Technician,High School,62000,Needs Improvement,Yes,1992-03-02,
491,00-73784,Anna,Clarke,Female,Auckland,Albany,2019-06-29,Customer Service,Support Specialist,Bachelor,64000,Good,No,1979-09-26,
492,00-68304,Angela,Ford,Female,Christchurch,Cathedral Square,2020-11-18,Operations,Logistics Coordinator,Bachelor,62000,Good,No,1977-12-05,
493,00-19710,Melanie,Morris,Female,Christchurch,Colombo Street,2022-11-29,Sales,Sales Specialist,Master,84000,Good,No,1975-08-25,
494,00-75106,Martin,Scott,Male,Christchurch,Cathedral Square,2018-05-30,IT,Software Developer,Bachelor,88000,Satisfactory,No,1987-01-29,
495,00-40394,Lincoln,Page,Male,Auckland,Manukau,2024-11-03,Customer Service,Support Specialist,High School,56000,Good,Yes,2004-05-12,
496,00-73404,Amy,Giles,Female,Auckland,Albany,2023-12-20,Sales,Sales Consultant,Bachelor,63000,Good,No,1995-11-05,
497,00-15980,Melissa,Dobson,Female,Auckland,Auckland City,2018-05-05,IT,IT Support Specialist,Bachelor,64000,Good,No,1985-04-21,
498,00-57460,Katrina,Rodgers,Female,Auckland,Albany,2020-01-25,Operations,Operations Analyst,Bachelor,68000,Satisfactory,No,1985-05-22,
499,00-92779,Samantha,Ferguson,Female,Auckland,New Lynn,2023-11-22,Marketing,Content Creator,High School,62000,Excellent,No,1977-09-15,
500,00-89389,Paul,Larsen,Male,Wellington,Porirua,2023-07-15,Operations,Logistics Coordinator,Bachelor,69000,Excellent,Yes,1996-02-28,
502,00-20995,Jeremy,Davidson,Male,Auckland,Manukau,2017-07-23,Customer Service,Help Desk Technician,High School,75000,Good,No,1978-11-02,
503,00-51027,Ivy,Small,Female,Auckland,New Lynn,2025-12-23,Customer Service,Customer Service Representative,Bachelor,68000,Needs Improvement,Yes,1978-03-30,
504,00-28332,Jessica,Miller,Female,Christchurch,Colombo Street,2023-05-12,Sales,Sales Consultant,Master,88000,Satisfactory,Yes,1992-02-18,
505,00-70670,Andrew,Patterson,Male,Wellington,Wellington City,2017-09-03,Sales,Sales Consultant,Bachelor,89000,Satisfactory,No,1983-01-13,
506,00-93406,Angela,Nicol,Female,Auckland,New Lynn,2021-02-06,Marketing,Content Creator,High School,66000,Good,No,1961-10-07,
507,00-26607,Jacob,Freeman,Male,Auckland,Auckland City,2023-04-08,IT,System Administrator,Bachelor,112000,Good,No,1984-09-26,
508,00-67630,Michael,Baxter,Male,Wellington,Porirua,2019-12-18,IT,System Administrator,Master,76000,Good,No,1993-01-01,
509,00-42838,Charles,Davey,Male,Auckland,New Lynn,2022-02-01,Operations,Logistics Coordinator,Bachelor,70000,Excellent,No,1971-04-29,
510,00-53050,Cameron,Greer,Male,Auckland,Manukau,2017-05-16,Operations,Inventory Specialist,High School,61000,Satisfactory,Yes,1988-04-20,
511,00-81511,Michael,Lewis,Male,Auckland,Manukau,2023-09-15,IT,IT Manager,Master,93000,Good,No,1971-09-18,
512,00-58005,Lynne,Olsen,Female,Auckland,New Lynn,2020-12-30,Finance,Accountant,Bachelor,71000,Needs Improvement,No,1972-11-26,
513,00-54754,Logan,Thompson,Male,Auckland,Albany,2020-09-06,HR,Recruiter,High School,60000,Excellent,No,1975-05-04,
514,00-35046,Samantha,Flood,Female,Christchurch,Colombo Street,2023-09-18,Operations,Inventory Specialist,High School,63000,Good,No,1971-02-28,
515,00-94125,Tracy,Kenny,Female,Wellington,Porirua,2020-09-23,Sales,Sales Specialist,Master,86000,Satisfactory,No,1973-11-04,
516,00-92721,Aroha,Lancaster,Female,Auckland,Auckland City,2017-09-18,IT,System Administrator,Bachelor,82000,Good,Yes,1983-10-10,
517,00-71189,IAN,Grant,Male,Auckland,Albany,2020-05-20,Finance,Financial Analyst,Bachelor,104000,Good,No,1989-01-30,
518,00-85692,Wayne,Lewis,Male,Auckland,Manukau,2019-05-13,Operations,Inventory Specialist,Bachelor,71000,Good,No,1973-03-16,
519,00-29331,Kathleen,Huddleston,Female,Wellington,Porirua,2017-03-29,Finance,Financial Analyst,PhD,96000,Satisfactory,No,1979-02-26,
520,00-41816,Charlotte,Lyon,Female,Auckland,Auckland City,2023-04-25,Operations,Logistics Coordinator,Bachelor,57000,Satisfactory,Yes,1993-03-14,
521,00-10208,Ashley,Franklin,Female,Auckland,Auckland City,2022-10-27,Customer Service,Help Desk Technician,High School,74000,Good,Yes,1965-01-09,
522,00-23950,Peter,Butler,Male,Christchurch,Colombo Street,2020-07-23,Operations,Inventory Specialist,Bachelor,58000,Needs Improvement,Yes,2000-12-03,
523,00-72068,Gregory,Anderson,Male,Auckland,New Lynn,2022-10-25,Finance,Accounts Payable Specialist,Bachelor,67000,Excellent,No,1989-11-22,
524,00-88555,Mackenzie,Goodwin,Female,Christchurch,Cathedral Square,2022-03-01,Sales,Sales Representative,Bachelor,68000,Good,No,1996-08-29,
525,00-26522,Samuel,Bell,Male,Auckland,Albany,2023-10-27,Operations,Operations Analyst,Bachelor,80000,Good,Yes,1991-10-03,
526,00-62525,Stuart,Parsons,Male,Wellington,Lower Hutt,2016-10-07,Sales,Sales Manager,PhD,114000,Satisfactory,No,1974-08-25,
527,00-62254,James,Davidson,Male,Christchurch,Colombo Street,2024-09-19,Operations,Operations Analyst,Bachelor,73000,Satisfactory,No,1985-08-05,
528,00-70377,William,Parkes,Male,Auckland,Auckland City,2021-08-26,Marketing,Marketing Coordinator,Bachelor,65000,Good,No,2002-02-17,
529,00-73771,Peter,Morris,Male,Wellington,Lower Hutt,2021-06-24,Operations,Logistics Coordinator,Bachelor,68000,Good,No,1988-03-31,
530,00-59601,Elizabeth,Mason,Female,Christchurch,Cathedral Square,2022-11-11,Customer Service,Customer Service Representative,High School,64000,Good,No,1972-12-10,
531,00-75838,Susan,Reardon,Female,Wellington,Lower Hutt,2020-03-16,Operations,Operations Manager,Master,91000,Good,No,2002-10-06,
532,00-13806,Tracy,Barnes,Female,Wellington,Lower Hutt,2022-06-21,Customer Service,Support Specialist,High School,55000,Good,No,1987-08-28,
533,00-31152,Ethan,Page,Male,Wellington,Wellington City,2020-05-28,IT,System Administrator,Master,74000,Satisfactory,Yes,1977-06-12,
534,00-30875,Jessica,Brooks,Female,Wellington,Wellington City,2017-03-04,Sales,Sales Representative,Bachelor,70000,Good,Yes,1998-03-14,
535,00-62354,Robert,Rasmussen,Male,Christchurch,Cathedral Square,2022-02-23,Operations,Logistics Coordinator,Bachelor,68000,Excellent,Yes,1965-01-20,
536,00-74431,Andrew,Ramsay,Male,Wellington,Wellington City,2023-07-06,Marketing,Marketing Coordinator,Bachelor,67000,Good,No,1981-09-18,
537,00-67653,Lincoln,Spelman,Male,Auckland,Manukau,2022-02-09,Sales,Sales Manager,Master,78000,Excellent,Yes,1982-01-15,
538,00-94390,Kerry,Dickson,Female,Wellington,Wellington City,2017-02-18,IT,IT Manager,Master,100000,Satisfactory,No,2005-01-07,
539,00-70204,Raymond,Morris,Male,Auckland,Albany,2021-04-16,Sales,Sales Specialist,Master,55000,Satisfactory,Yes,1967-08-10,
540,00-42124,Karl,Ferguson,Male,Christchurch,Colombo Street,2017-11-19,Sales,Sales Specialist,Master,89000,Satisfactory,No,1977-07-29,
542,00-63368,Stacey,Rasmussen,Female,Wellington,Lower Hutt,2022-12-28,Sales,Sales Representative,Bachelor,74000,Good,Yes,1989-01-21,
543,00-74983,Andrew,Smith,Male,Christchurch,Colombo Street,2017-07-14,Finance,Financial Analyst,PhD,73000,Satisfactory,No,1971-12-27,
544,00-84843,Jacob,Boyce,Male,Christchurch,Colombo Street,2022-02-01,Sales,Sales Representative,Bachelor,88000,Good,Yes,1974-03-02,
545,00-50372,Alexander,Boyce,Male,Auckland,Manukau,2019-12-28,Operations,Inventory Specialist,Bachelor,65000,Good,No,1989-01-04,
546,00-36142,Olivia,Harris,Female,Wellington,Wellington City,2023-05-11,Sales,Sales Specialist,PhD,106000,Satisfactory,Yes,1972-02-03,
547,00-58424,Cameron,Flood,Male,Auckland,Albany,2019-04-22,Finance,Accountant,Bachelor,82000,Satisfactory,No,1975-12-10,
548,00-18913,Jonathan,Turnbull,Male,Christchurch,Cathedral Square,2024-11-18,Customer Service,Customer Service Representative,Bachelor,68000,Good,No,1991-10-24,
549,00-16295,Nicole,Martin,Female,Auckland,Auckland City,2023-06-24,IT,Software Developer,Master,98000,Good,Yes,1988-04-21,
550,00-35020,Susan,Dunn,Female,Christchurch,Cathedral Square,2023-01-08,Sales,Sales Representative,Bachelor,71000,Good,Yes,1960-08-27,
551,00-29725,Samuel,Russell,Male,Christchurch,Colombo Street,2018-08-02,IT,IT Support Specialist,Bachelor,70000,Excellent,Yes,1996-05-05,
552,00-51331,Maree,Buckley,Female,Wellington,Lower Hutt,2024-06-13,Customer Service,Support Specialist,Bachelor,55000,Good,Yes,1987-06-21,
553,00-59873,Fiona,Mitchell,Female,Auckland,Albany,2021-04-27,Customer Service,Customer Service Representative,Bachelor,67000,Excellent,Yes,1960-09-16,
554,00-59811,Elizabeth,Campbell,Female,Wellington,Lower Hutt,2023-09-06,Customer Service,Support Specialist,Bachelor,55000,Good,Yes,1978-01-06,
555,00-11215,John,Guy,Male,Wellington,Lower Hutt,2017-02-13,IT,Software Developer,Master,102000,Satisfactory,No,1977-06-13,
