,employee_id,first_name,last_name,gender,region,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime_bonus,birthdate,termination_date
765,00-89930,Sarah,Brown,Male,Auckland,Auckland City,12/29/2019,Sales,Sales Specialist,Master,71000,Satisfactory,Yes,3/23/1978,12/9/2020
766,00-26391,Ryan,Morris,Female,Auckland,Manukau,3/11/2015,Customer Service,Customer Service Representative,High School,64000,Good,No,2/7/1998,8/3/2017
768,00-31702,CHLOE,Currie,Female,Christchurch,Colombo Street,12/13/2019,Finance,Financial Analyst,Bachelor,79000,Excellent,No,7/8/1983,5/10/2022
769,00-43907,Nathan,Millard,Male,Auckland,Manukau,12/19/2021,Operations,Inventory Specialist,High School,67000,Good,Yes,11/3/1988,6/17/2022
770,00-44737,Michael,Williams,Female,Auckland,New Lynn,9/14/2020,Operations,Logistics Coordinator,Bachelor,66000,Satisfactory,Yes,9/12/1980,5/3/2022
771,00-88526,Nicole,Stewart,Male,Wellington,Porirua,12/1/2022,Customer Service,Help Desk Technician,High School,60000,Satisfactory,No,12/31/1990,5/30/2023
772,00-77458,Matthew,Gray,Male,Wellington,Wellington City,7/28/2021,Finance,Financial Analyst,PhD,76000,Needs Improvement,No,12/30/1988,1/24/2022
773,00-63799,Nicholas,Jackson,Male,Wellington,Porirua,3/27/2016,Customer Service,Support Specialist,Bachelor,64000,Satisfactory,Yes,7/18/1982,6/30/2021
774,00-63010,Maria,Blake,Female,Auckland,Auckland City,4/25/2024,Marketing,SEO Specialist,Bachelor,62000,Good,No,12/11/1980,10/22/2024
775,00-72700,Roman,O'Connell,Female,Wellington,Wellington City,6/14/2022,IT,IT Support Specialist,High School,54000,Good,No,9/21/1990,12/14/2024
776,00-77668,Timothy,Edmonds,Male,Wellington,Lower Hutt,4/7/2025,Operations,Logistics Coordinator,Bachelor,69000,Satisfactory,No,9/22/2000,10/4/2025
777,00-31577,Robin,Simpson,Male,Wellington,Lower Hutt,3/14/2016,Customer Service,Customer Service Representative,High School,57000,Excellent,No,5/14/1981,7/18/2017
778,00-40482,Sharon,Dalton,Male,Auckland,New Lynn,2/13/2020,Operations,Inventory Specialist,High School,57000,Good,No,1/17/2001,8/11/2020
779,00-74389,Andrew,Morton,Female,Wellington,Porirua,8/27/2022,Operations,Inventory Specialist,High School,53000,Good,No,12/12/1962,2/23/2023
780,00-18817,Judith,  Guthrie  ,Male,Auckland,Auckland City,1/7/2022,Customer Service,Support Specialist,High School,57000,Satisfactory,No,9/27/1978,3/29/2024
781,00-19060,Jason,Brown,Female,Auckland,New Lynn,8/19/2022,Customer Service,Help Desk Technician,High School,67000,Satisfactory,Yes,5/6/1988,2/15/2023
782,00-82413,Anthony,Todd,Male,Auckland,Manukau,10/1/2017,Operations,Logistics Coordinator,Bachelor,65000,Needs Improvement,No,12/26/1982,3/30/2018
783,00-85861,nicola,Jensen,Male,Auckland,Albany,1/18/2022,Operations,Logistics Coordinator,Bachelor,75000,Satisfactory,No,7/3/1970,12/12/2024
784,00-84450,Oliver,Baker,Female,Christchurch,Colombo Street,3/26/2023,Operations,Inventory Specialist,High School,60000,Good,No,11/27/1974,9/22/2023
785,00-18261,Jessica,Terry,Male,Auckland,Manukau,2/24/2022,Operations,Inventory Specialist,High School,58000,Satisfactory,No,8/17/1999,12/21/2023
786,00-18088,Stephen,McKay,Male,Auckland,Manukau,11/12/2024,Sales,Sales Specialist,Master,66000,Good,Yes,12/1/2002,5/11/2025
787,00-12215,Ruth,Bird,Female,Wellington,Lower Hutt,8/12/2020,Sales,Sales Specialist,Master,91000,Excellent,No,1/3/1986,12/2/2023
789,00-48561,Jamie,Willis,Male,Wellington,Wellington City,9/14/2021,Operations,Inventory Specialist,Bachelor,70000,Satisfactory,Yes,4/22/1989,3/13/2022
790,00-14015,Theodore,Williamson,Male,Auckland,Manukau,4/17/2019,IT,IT Support Specialist,Bachelor,70000,Satisfactory,Yes,8/5/1977,10/14/2019
791,00-11925,Brendan,Jarvis,Male,Christchurch,Cathedral Square,12/8/2018,Operations,Inventory Specialist,Bachelor,71000,Satisfactory,No,1/1/1980,1/13/2022
793,00-82555,Peter,Cresswell,Male,Wellington,Wellington City,5/14/2019,Sales,Sales Representative,Bachelor,73000,Needs Improvement,No,3/7/1963,4/22/2022
794,00-16925,Shirley,Jellyman,Male,Christchurch,Colombo Street,11/1/2020,Operations,Logistics Coordinator,Bachelor,64000,Good,No,12/13/1971,6/3/2021
795,00-19501,Thomas,DRUMMOND,Female,Auckland,New Lynn,6/8/2019,Customer Service,Help Desk Technician,High School,75000,Satisfactory,No,9/14/2002,5/26/2021
796,00-15717,Derek,Boyce,Male,Auckland,New Lynn,10/20/2023,Marketing,Marketing Coordinator,Bachelor,60000,Good,Yes,6/12/1997,4/17/2024
797,00-52890,Tony,Green,Male,Christchurch,Cathedral Square,3/29/2022,IT,Software Developer,Bachelor,110000,Good,No,8/2/1974,9/25/2022
798,00-36500,Kevin,O'Leary,Male,Auckland,Manukau,11/9/2023,Sales,Sales Specialist,PhD,75000,Good,Yes,9/4/1974,5/7/2024
799,00-29842,Roman,Taylor,Female,Wellington,Porirua,6/10/2019,Customer Service,Help Desk Technician,High School,64000,Good,No,4/18/1989,5/1/2024
800,00-28074,Tara,Freeman,Male,Auckland,Manukau,2/22/2020,Finance,Financial Analyst,PhD,71000,Satisfactory,No,11/11/1962,8/20/2020
801,00-74668,Neil,Russell,Female,Christchurch,Colombo Street,5/9/2022,Marketing,Content Creator,Bachelor,53000,Satisfactory,No,10/13/1999,5/18/2023
802,00-33219,Chloe,Blick,Male,Auckland,Albany,11/25/2017,Sales,Sales Consultant,PhD,65000,Satisfactory,No,12/28/1966,5/24/2018
803,00-51878,Michael,Pearson,Female,Christchurch,Colombo Street,11/19/2017,Sales,Sales Specialist,Master,58000,Good,No,5/5/1998,12/2/2019
804,00-57992,Grant,Roberts,Female,Auckland,Auckland City,9/19/2022,IT,Software Developer,Master,109000,Satisfactory,No,7/19/1979,3/18/2023
805,00-47252,Ann,Jones,Male,Christchurch,Colombo Street,1/29/2016,Sales,Sales Manager,PhD,111000,Good,No,6/27/1968,3/19/2021
806,00-85708,Grant,Nolan,Female,Auckland,Auckland City,10/9/2015,Sales,Sales Consultant,Bachelor,77000,Good,No,2/22/1969,8/19/2019
807,00-10364,Dianne,Reid,Female,Christchurch,Cathedral Square,3/23/2019,Operations,Operations Analyst,Bachelor,71000,Good,No,5/24/1993,9/19/2019
808,00-96703,Nicola,Hughes,Male,Wellington,Lower Hutt,12/19/2024,Sales,Sales Consultant,Master,84000,Satisfactory,Yes,1/29/1999,6/17/2025
809,00-41847,Alexander,Arnott,Male,Auckland,Albany,10/15/2015,IT,Software Developer,Bachelor,106000,Satisfactory,Yes,12/28/1997,12/25/2021
810,00-87803,Daniel,Lyon,Male,Auckland,New Lynn,7/5/2023,Sales,Sales Consultant,Master,97000,Satisfactory,No,11/3/1978,3/28/2024
811,00-21905,Ruby,Dillon,Female,Auckland,New Lynn,10/1/2023,Sales,Sales Representative,Bachelor,73000,Good,Yes,2/3/1997,3/29/2024
812,00-57977,Hugh,Riley,Female,Christchurch,Colombo Street,8/3/2021,IT,Software Developer,Master,93000,Satisfactory,Yes,7/2/1973,1/30/2022
813,00-40976,Logan,Miller,Male,Auckland,Manukau,6/30/2020,Operations,Logistics Coordinator,Bachelor,71000,Satisfactory,Yes,12/12/1981,12/27/2020
814,00-38016,Timothy,Lucas,Male,Wellington,Wellington City,4/12/2022,Sales,Sales Representative,Bachelor,71000,Good,Yes,7/23/1981,10/9/2022
816,00-16164,Christopher,Orchard,Female,Christchurch,Colombo Street,7/2/2019,Sales,Sales Representative,Bachelor,68000,Good,No,12/31/1979,12/29/2019
817,00-99887,Joanne,Ryan,Female,Auckland,Manukau,3/20/2025,Operations,Logistics Coordinator,Bachelor,61000,Good,No,10/14/1998,9/16/2025
818,00-73812,Michael,Williamson,Male,Auckland,Manukau,8/7/2015,Operations,Inventory Specialist,Bachelor,70000,Excellent,No,7/31/1998,11/26/2021
819,00-14741,Natalie,Hubbard,Male,Wellington,Lower Hutt,1/7/2020,IT,IT Support Specialist,Bachelor,77000,Satisfactory,No,5/5/1964,1/7/2021
820,00-38369,John,Stace,Male,Auckland,Manukau,8/13/2023,IT,IT Support Specialist,High School,57000,Excellent,Yes,10/2/1975,2/9/2024
821,00-50781,Heather,Wallace,Female,Auckland,Auckland City,3/17/2024,Sales,Sales Specialist,Bachelor,57000,Satisfactory,No,5/1/1996,9/13/2024
822,00-20313,Marcus,Fisher,Male,Wellington,Lower Hutt,11/20/2022,IT,Software Developer,Master,99000,Good,No,5/7/1979,5/19/2023
823,00-41447,Jason,Newman,Male,Auckland,Albany,9/23/2019,Sales,Sales Specialist,Master,81000,Good,No,5/11/1997,3/21/2020
824,00-21473,Mark,Bishell,Female,Wellington,Lower Hutt,7/9/2023,Marketing,SEO Specialist,Bachelor,80000,Satisfactory,No,2/1/2004,1/5/2024
826,00-80013,Rodney,Perano,Male,Auckland,Manukau,5/17/2022,Customer Service,Customer Service Representative,Bachelor,70000,Satisfactory,No,3/4/1988,11/13/2022
828,00-71345,Graeme,McDowall,Female,Christchurch,Cathedral Square,9/7/2015,Marketing,Marketing Coordinator,Bachelor,54000,Satisfactory,No,4/11/1996,11/9/2020
829,00-96844,Susan,Barnett,Male,Auckland,Manukau,11/22/2023,IT,System Administrator,Master,91000,Good,No,9/24/1983,5/20/2024
830,00-61218,Melanie,Faulkner,Male,Christchurch,Cathedral Square,9/17/2017,Sales,Sales Consultant,PhD,66000,Satisfactory,No,5/11/1994,3/16/2018
831,00-78447,Benjamin,Smith,Male,Wellington,Wellington City,2/23/2022,Sales,Sales Representative,Bachelor,76000,Good,Yes,7/15/1999,8/22/2022
832,00-25832,Maya,Mason,Female,Wellington,Wellington City,10/2/2023,Sales,Sales Representative,Bachelor,73000,Excellent,No,12/9/1999,3/30/2024
833,00-44359,Donald,Cook,Female,Auckland,Manukau,6/26/2020,Marketing,Content Creator,Bachelor,55000,Good,Yes,1/4/1984,12/23/2020
834,00-84196,Michael,Goodwin,Female,Wellington,Wellington City,9/16/2017,Sales,Sales Consultant,PhD,92000,Excellent,No,11/13/1979,12/4/2022
835,00-17264,Sarah,Landon-Lane,Male,Auckland,Manukau,9/14/2018,Operations,Inventory Specialist,Bachelor,63000,Satisfactory,No,2/26/1988,10/4/2019
836,00-47594,Sean,Smith,Female,Wellington,Wellington City,8/3/2022,Finance,Accountant,Bachelor,75000,Good,Yes,11/2/1985,3/7/2024
838,00-27819,Joseph,McManaway,Male,Christchurch,Cathedral Square,1/7/2023,Sales,Sales Consultant,Master,74000,Good,No,5/5/1999,9/23/2024
840,00-88986,Lesley,Horn,Female,Auckland,Albany,2/11/2017,Customer Service,Help Desk Technician,High School,68000,Excellent,Yes,2/6/1980,10/28/2021
841,00-47236,Samantha,Barnett,Female,Wellington,Porirua,4/3/2020,Customer Service,Customer Service Representative,Bachelor,59000,Good,No,6/25/1986,9/30/2020
842,00-55555,Gregory,Berry,Male,Christchurch,Cathedral Square,11/13/2019,Customer Service,Help Desk Technician,Bachelor,67000,Satisfactory,No,8/21/1963,5/11/2020
843,00-84620,Matthew,Jennings,Male,Christchurch,Cathedral Square,1/31/2022,Marketing,Content Creator,Bachelor,68000,Needs Improvement,No,5/6/2002,7/30/2022
844,00-83346,Michael,  O'Connor  ,Male,Wellington,Porirua,8/8/2023,Sales,Sales Representative,Bachelor,71000,Good,No,10/1/1995,2/4/2024
845,00-89621,Jason,Hickey,Male,Wellington,Lower Hutt,4/27/2017,Customer Service,Customer Service Representative,Bachelor,74000,Satisfactory,No,8/7/1974,7/19/2018
846,00-38642,Ella,Jefferies,Male,Auckland,Manukau,9/11/2025,Operations,Operations Analyst,Master,67000,Excellent,Yes,5/13/1980,3/10/2026
847,00-64106,Zoe,Satherley,Male,Christchurch,Cathedral Square,1/13/2019,IT,IT Support Specialist,High School,59000,Good,No,10/15/1977,4/29/2020
848,00-70485,Christopher,Fisher,Male,Wellington,Wellington City,8/3/2018,Operations,Inventory Specialist,High School,63000,Needs Improvement,No,12/21/1971,6/23/2021
849,00-34792,Samuel,Burgess,Female,Wellington,Wellington City,9/30/2018,IT,IT Support Specialist,High School,57000,Satisfactory,No,6/6/1995,7/17/2022
850,00-44750,Gary,Kerr,Male,Auckland,Auckland City,6/18/2019,Finance,Financial Analyst,Master,95000,Good,No,2/6/1985,6/16/2021
851,00-86358,Cheryl,Huyhes,Male,Auckland,Albany,11/30/2025,Sales,Sales Consultant,Bachelor,74000,Good,Yes,5/10/1993,5/29/2026
852,00-46743,Tracey,Strawbridge,Female,Christchurch,Colombo Street,12/23/2019,Marketing,Content Creator,Bachelor,58000,Good,Yes,11/6/1985,6/20/2020
853,00-63515,Ashley,MacDonald,Female,Christchurch,Cathedral Square,12/3/2020,Operations,Inventory Specialist,Bachelor,55000,Satisfactory,Yes,3/5/1994,6/1/2021
854,00-86247,Emma,Sutton,Female,Auckland,New Lynn,4/16/2021,IT,IT Support Specialist,Bachelor,54000,Excellent,No,4/5/1998,10/13/2021
855,00-67586,Ben,Williams,Female,Auckland,New Lynn,12/26/2023,Sales,Sales Representative,Bachelor,68000,Satisfactory,Yes,1/25/1967,6/23/2024
856,00-98819,Joshua,  Douglas  ,Male,Christchurch,Colombo Street,9/12/2020,Operations,Logistics Coordinator,Bachelor,62000,Good,No,5/5/1996,11/2/2023
857,00-27038,Aegus,McFarlane,Male,Auckland,New Lynn,5/3/2017,Operations,Inventory Specialist,High School,67000,Good,No,1/2/1991,10/1/2021
858,00-56205,Alexander,Wood,Female,Wellington,Porirua,2/25/2017,IT,IT Support Specialist,Bachelor,59000,Satisfactory,No,5/3/1967,6/15/2021
859,00-24809,Jessica,George,Female,Wellington,Wellington City,6/4/2019,Finance,Financial Analyst,Bachelor,96000,Satisfactory,No,6/4/1971,1/3/2021
860,00-53331,Sarah,  Stevens  ,Male,Christchurch,Colombo Street,8/8/2015,Marketing,Marketing Coordinator,Bachelor,77000,Good,Yes,2/22/1972,11/2/2018
861,00-51488,Jason,O'Keefe,Male,Auckland,Auckland City,6/1/2019,HR,HR Coordinator,Master,62000,Good,No,6/15/1994,11/28/2019
862,00-47465,Elizabeth,Butler,Male,Auckland,New Lynn,5/30/2017,Operations,Logistics Coordinator,Bachelor,70000,Needs Improvement,No,4/3/1983,3/5/2021
863,00-53938,Jessica,Martin,Female,Auckland,Manukau,9/25/2022,IT,Software Developer,Master,89000,Excellent,No,6/20/1972,3/24/2023
864,00-32661,Helen,Kerr,Male,Auckland,Manukau,5/15/2023,Operations,Operations Analyst,Bachelor,82000,Satisfactory,Yes,10/8/1976,7/7/2024
865,00-27506,Benjamin,Coleman,Female,Auckland,Albany,11/22/2023,Operations,Logistics Coordinator,Bachelor,56000,Good,No,10/9/1987,5/20/2024
866,00-96311,Caleb,Rodgers,Female,Auckland,Manukau,8/27/2017,Operations,Logistics Coordinator,Bachelor,65000,Good,No,5/7/1984,4/10/2021
867,00-30109,Summer,Black,Male,Wellington,Wellington City,10/28/2023,IT,IT Support Specialist,Bachelor,61000,Satisfactory,No,10/17/1987,4/25/2024
868,00-55591,Luke,Armstrong,Male,Wellington,Wellington City,10/31/2024,Sales,Sales Representative,Bachelor,60000,Good,Yes,3/5/1999,4/29/2025
869,00-90733,Ana,Burns,Female,Auckland,Albany,5/19/2017,Sales,Sales Consultant,Master,101000,Good,Yes,1/1/1990,11/15/2017
870,00-73393,William,Boyce,Female,Auckland,Albany,3/14/2019,IT,IT Support Specialist,High School,62000,Good,No,3/6/1965,9/10/2019
871,00-22995,Elizabeth,Morton,Female,Auckland,Albany,2/3/2022,Finance,Financial Analyst,,100000,Good,No,10/22/1994,8/2/2022
872,00-93205,Julie,  Wallace  ,Female,Wellington,Porirua,4/5/2024,IT,IT Support Specialist,High School,59000,Satisfactory,Yes,11/28/1996,10/2/2024
873,00-75205,Hannah,Thompson,Female,Auckland,Manukau,3/1/2017,Customer Service,Support Specialist,High School,61000,Excellent,Yes,11/10/1975,11/6/2018
874,00-45760,Morgan,North,Female,Christchurch,Cathedral Square,3/1/2022,Sales,Sales Consultant,PhD,106000,Good,Yes,8/10/1963,8/28/2022
875,00-88025,  Janet  ,Oliver,Female,Christchurch,Cathedral Square,2/11/2020,Sales,Sales Representative,Bachelor,72000,Satisfactory,No,8/1/1987,8/9/2020
876,00-62254,Christopher,Croad,Female,Wellington,Porirua,6/22/2023,Marketing,Content Creator,High School,64000,Good,No,5/6/1978,6/11/2024
877,00-70120,Michael,Knight,Female,Christchurch,Colombo Street,2/21/2016,Operations,Operations Analyst,Master,82000,Good,Yes,1/17/1989,8/19/2016
879,00-88176,William,Sinclair,Male,Wellington,Wellington City,1/11/2019,Operations,Operations Analyst,Master,67000,Satisfactory,No,8/20/1998,
880,00-64322,Christopher,Barrett,Female,Wellington,Porirua,8/19/2024,Sales,Sales Consultant,Bachelor,76000,Good,No,3/16/1982,
881,00-62542,Angel,Webb,Male,Wellington,Porirua,5/30/2023,IT,System Administrator,Bachelor,86000,Good,No,4/22/1984,
882,00-96495,Alan,williamson,Male,Auckland,Albany,10/30/2018,Sales,Sales Consultant,PhD,76000,Satisfactory,No,8/7/1962,
883,00-53649,CARTER,Boyle,Male,Auckland,Albany,12/18/2023,Sales,Sales Specialist,PhD,57000,Good,Yes,8/2/1967,
884,00-42293,Ana,Jensen,Male,Wellington,Porirua,7/22/2022,Customer Service,Support Specialist,Bachelor,60000,Satisfactory,No,3/2/1970,
885,00-16845,Gary,Fisher,Female,Auckland,Auckland City,2/23/2020,Sales,Sales Specialist,Master,65000,Good,Yes,6/10/1994,
886,00-86097,Jonathan,Roberts,Female,Christchurch,Colombo Street,2/26/2018,Finance,Accountant,Bachelor,67000,Good,No,2/20/1995,
887,00-14906,Brendon,Nicholson,Male,Wellington,Lower Hutt,6/12/2020,Sales,Sales Consultant,Bachelor,75000,Good,No,1/17/1972,
888,00-52917,Kevin,Maxwell,Male,Wellington,Lower Hutt,5/21/2023,IT,Software Developer,Bachelor,87000,Satisfactory,No,2/10/1976,
889,00-37512,Jeremy,Parker,Female,Auckland,New Lynn,8/31/2023,IT,Software Developer,Master,109000,Excellent,No,7/12/1975,
890,00-40664,Shaun,dunn,Female,Christchurch,Colombo Street,6/27/2023,Sales,Sales Specialist,Bachelor,85000,Good,No,1/16/1986,
891,00-70007,Corey,Jenkins,Male,Auckland,Auckland City,6/3/2021,Customer Service,Customer Service Representative,Bachelor,77000,Good,Yes,1/20/1975,
892,00-92732,Mark,Healy,Male,Christchurch,Cathedral Square,11/9/2023,Customer Service,Customer Service Representative,High School,60000,Needs Improvement,Yes,3/21/1980,
893,00-78599,Monique,Gardner,Male,Christchurch,Cathedral Square,6/17/2017,IT,Software Developer,Master,90000,Satisfactory,No,10/12/2004,
894,00-31879,Lisa,Gleeson,Female,Auckland,Manukau,8/19/2023,HR,Recruiter,High School,63000,Good,No,7/19/1992,
895,00-97678,David,Marshall,Male,Christchurch,Colombo Street,9/28/2018,IT,System Administrator,Bachelor,102000,Good,No,8/15/1973,
896,00-79614,Hayden,Davies,Male,Auckland,Manukau,6/4/2018,Operations,Inventory Specialist,Bachelor,71000,Satisfactory,No,5/15/1978,
897,00-88588,Tegan,Morrison,Male,Auckland,Albany,9/27/2019,Sales,Sales Representative,Bachelor,74000,Good,No,5/11/1994,
899,00-33211,Jason,  Boyce  ,Male,Wellington,Wellington City,11/13/2020,Operations,Inventory Specialist,High School,60000,Satisfactory,No,9/2/1998,
900,00-34760,Kathleen,O'Sullivan,Female,Auckland,Auckland City,12/28/2022,IT,IT Support Specialist,Bachelor,58000,Good,No,1/19/1999,
901,00-12832,Kahu,Gibbons,Male,Auckland,Manukau,7/31/2021,Sales,Sales Representative,Bachelor,61000,Good,No,6/19/1987,
902,00-55954,Glen,Gibbs,Female,Auckland,New Lynn,1/11/2017,Operations,Inventory Specialist,Bachelor,57000,Good,No,11/7/1963,
903,00-78513,Stephanie,Page,Female,Auckland,Auckland City,10/2/2024,IT,Software Developer,Master,98000,Satisfactory,Yes,3/16/1982,
904,00-64936,IAN,McNabb,Male,Auckland,Albany,11/19/2025,Operations,Inventory Specialist,Bachelor,61000,Good,Yes,3/8/1997,
905,00-12579,Emma,Shepherd,Male,Christchurch,Colombo Street,11/5/2016,Sales,Sales Specialist,Bachelor,81000,Good,Yes,12/4/1972,
906,00-83140,Kimberley,Johansen,Female,Auckland,New Lynn,2/24/2020,Customer Service,Support Specialist,High School,62000,Good,No,5/29/1975,
907,00-78922,Carolyn,Green,Male,Christchurch,Colombo Street,9/13/2019,Operations,Logistics Coordinator,Bachelor,69000,Good,No,10/25/1975,
908,00-63643,Dylan,Grant,Male,Christchurch,Colombo Street,5/27/2025,Operations,Logistics Coordinator,Bachelor,61000,Good,No,3/30/1992,
909,00-32500,Bruce,Cairns,Male,Auckland,Auckland City,7/6/2017,Customer Service,Support Specialist,Bachelor,72000,Satisfactory,No,3/20/1972,
910,00-10824,Alison,Elliott,Male,Wellington,Porirua,12/24/2020,Operations,Inventory Specialist,Bachelor,63000,Satisfactory,No,12/12/1994,
911,00-45598,Samantha,ROBB,Male,Auckland,Auckland City,7/31/2018,Sales,Sales Specialist,Master,77000,Good,No,12/21/1985,
913,00-64214,Rachel,Wilkinson,Female,Auckland,Auckland City,9/5/2018,Sales,Sales Consultant,,102000,Good,No,10/10/1972,
914,00-74316,Ruby,Mitchell,Male,Wellington,Lower Hutt,4/7/2018,Sales,Sales Consultant,PhD,78000,Satisfactory,Yes,5/25/1987,
915,00-25370,Courtney,Gibson,Female,Auckland,Albany,9/9/2017,Customer Service,Customer Service Representative,Bachelor,55000,Good,No,6/4/1982,
918,00-15325,Mark,McMahon,Female,Auckland,Auckland City,2/11/2016,Customer Service,Customer Service Representative,Bachelor,60000,Needs Improvement,Yes,5/17/1989,
919,00-75699,Aiden,Carter,Male,Wellington,Lower Hutt,7/18/2017,IT,Software Developer,Bachelor,91000,Satisfactory,No,9/26/1997,
920,00-45826,Jennifer,Freeman,Female,Auckland,New Lynn,9/24/2024,Finance,Accountant,Bachelor,76000,Good,Yes,10/27/1981,
921,00-79583,Abigail,Rogers,Male,Auckland,Auckland City,6/1/2019,Finance,Financial Analyst,Bachelor,72000,Good,No,5/8/1988,
922,00-53517,Roman,Payne,Female,Wellington,Lower Hutt,9/26/2017,Operations,Operations Analyst,Bachelor,60000,Good,No,4/22/2001,
923,00-83604,Simon,Larsen,Male,Wellington,Wellington City,1/10/2017,IT,Software Developer,Master,82000,Satisfactory,No,5/2/1975,
924,00-43888,Scott,Wallace,Female,Auckland,Auckland City,12/24/2018,HR,Recruiter,High School,59000,Good,No,6/24/1989,
925,00-29516,Suzanne,Thomas,Male,Wellington,Wellington City,10/11/2018,Sales,Sales Representative,Bachelor,62000,Satisfactory,Yes,1/19/2001,
926,00-30007,David,Davies,Male,Christchurch,Cathedral Square,6/26/2023,Operations,Inventory Specialist,High School,60000,Good,No,8/28/1999,
927,00-75614,Katherine,Woolley,Male,Auckland,Albany,5/16/2021,Customer Service,Support Specialist,Bachelor,60000,Good,No,4/6/2000,
928,00-43656,Samuel,Davidson,Female,Auckland,Auckland City,9/28/2021,IT,IT Support Specialist,Bachelor,53000,Good,No,4/3/2001,
929,00-86907,Robert,Brown,Male,Wellington,Wellington City,1/18/2023,Sales,Sales Specialist,Master,67000,Good,No,10/16/1989,
930,00-46564,Linda,Thomas,Male,Christchurch,Cathedral Square,11/26/2017,Customer Service,Help Desk Technician,High School,74000,Excellent,No,5/26/1960,
931,00-87624,Martin,  Mitchell  ,Male,Wellington,Porirua,11/7/2022,Sales,Sales Specialist,PhD,55000,Satisfactory,No,7/27/1996,
932,00-90850,Finn,Rossiter,Female,Wellington,Lower Hutt,4/5/2025,Operations,Inventory Specialist,Bachelor,52000,Satisfactory,Yes,1/25/1995,
933,00-98604,Steven,Simmons,Female,Auckland,Albany,5/8/2024,Sales,Sales Representative,Bachelor,73000,Good,No,3/3/1964,
934,00-87080,Zachary,Twidle,Female,Christchurch,Colombo Street,4/1/2022,Operations,Operations Analyst,Master,81000,Needs Improvement,No,11/25/1993,
935,00-75601,Kylie,Hills,Male,Auckland,Albany,3/13/2016,Sales,Sales Representative,Bachelor,61000,Good,No,3/19/2004,
936,00-60978,charlotte,Kelly,Female,Wellington,Wellington City,1/12/2023,Sales,Sales Representative,Bachelor,55000,Good,Yes,8/11/1980,
937,00-95036,Jane,Gilmore,Female,Auckland,Manukau,6/23/2020,IT,Software Developer,Bachelor,91000,Good,No,3/9/2002,
938,00-39967,Amy,Gordon,Male,Christchurch,Cathedral Square,9/30/2016,Customer Service,Help Desk Technician,,87000,Satisfactory,No,2/25/2001,
939,00-75361,Jack,Murphy,Female,Wellington,Wellington City,10/1/2019,Marketing,Content Creator,Bachelor,60000,Satisfactory,Yes,9/22/1964,
940,00-22905,Linda,Brown,Female,Auckland,Auckland City,2/9/2019,Customer Service,Customer Service Representative,High School,60000,Satisfactory,No,4/25/2004,
941,00-70383,Laura,  Wilkinson  ,Male,Wellington,Wellington City,5/23/2017,Operations,Logistics Coordinator,Bachelor,69000,Excellent,Yes,8/27/1974,
942,00-52508,Luke,Holland,Male,Wellington,Porirua,4/12/2022,Operations,Inventory Specialist,High School,63000,Excellent,Yes,9/5/1984,
943,00-28850,Diane,West,Female,Auckland,Auckland City,9/5/2020,Sales,Sales Manager,PhD,116000,Satisfactory,No,11/11/1990,
944,00-99053,Levi,jordon,Male,Christchurch,Colombo Street,6/2/2017,Customer Service,Customer Service Representative,Bachelor,67000,Satisfactory,No,3/15/1993,
945,00-43734,Amanda,Matthews,Male,Auckland,Manukau,11/25/2023,Operations,Logistics Coordinator,Bachelor,70000,Good,No,7/3/1985,
946,00-62748,Robert,Hansen,Female,Christchurch,Cathedral Square,9/19/2023,Operations,Operations Analyst,Bachelor,69000,Needs Improvement,No,8/3/1982,
947,00-90843,Georgia,Wallace,Female,Wellington,Porirua,8/26/2024,Operations,Operations Analyst,Bachelor,52000,Satisfactory,Yes,6/18/1982,
948,00-22537,Amelia,  Joe  ,Female,Auckland,New Lynn,5/2/2025,Sales,Sales Representative,Bachelor,53000,Good,No,8/3/1980,
949,00-35989,Daniel,Jenkins,Female,Auckland,Auckland City,3/13/2017,Operations,Inventory Specialist,High School,60000,Needs Improvement,No,4/13/1994,
950,00-30483,Michael,Turner,Female,Wellington,Lower Hutt,5/30/2024,Operations,Inventory Specialist,High School,57000,Satisfactory,Yes,2/22/1974,
951,00-83821,Paul,Martin,Female,Auckland,Albany,5/30/2023,Customer Service,Support Specialist,Bachelor,60000,Satisfactory,Yes,11/22/1999,
952,00-10365,Peter,Hamilton,Female,Auckland,Manukau,7/28/2019,Operations,Inventory Specialist,High School,63000,Excellent,No,12/16/1981,
953,00-85028,Emma,Curtis,Female,Auckland,Auckland City,3/8/2024,Customer Service,Help Desk Technician,Bachelor,84000,Satisfactory,Yes,8/10/1962,
954,00-14376,William,West,Female,Auckland,Albany,2/24/2017,Customer Service,Help Desk Technician,Bachelor,62000,Good,Yes,1/17/1990,
955,00-26049,Grant,Carroll,Female,Auckland,Auckland City,8/29/2017,Sales,Sales Consultant,PhD,91000,Good,No,1/21/1982,
956,00-46419,Benjamin,Lucas,Female,Auckland,Auckland City,1/4/2017,IT,IT Support Specialist,Bachelor,62000,Good,No,3/22/1977,
957,00-65515,Scott,Davis,Female,Christchurch,Colombo Street,5/30/2023,Operations,Inventory Specialist,High School,58000,Excellent,No,9/1/1974,
958,00-35041,Tania,McCallum,Female,Wellington,Wellington City,7/12/2017,Customer Service,Support Specialist,High School,61000,Good,No,8/17/1981,
